,Unnamed: 0,pub_date,actual,forecast,previous,rolling_std,z-score,1,5,6,7
231,231,2012-09-20,67,66,27,15.877132402714613,0.06298366572977772,76.440002,76.639999,2030000,-0.05976464341676824
232,232,2012-09-27,80,75,67,20.34475585769186,0.2457635783380325,83.800003,84.400002,4014400,0.09644830468400478
233,233,2012-10-04,77,72,80,22.8744928739944,0.21858408085997005,88.239998,87.760002,3070800,0.03903841345780634
234,234,2012-10-11,72,79,77,23.73272896744957,-0.2949513311174957,90.440002,93.400002,3785300,0.06228552789167274
235,235,2012-10-18,51,46,72,22.817291422927127,0.21913205679513445,89.199997,91.839996,2482400,-0.01684347763082439
236,236,2012-10-25,67,66,51,22.339664412443646,0.044763429814235686,88.760002,88.68,3015700,-0.03501350426913774
237,237,2012-11-01,65,68,67,20.716521001950046,-0.14481195948478076,87.199997,86.559998,1075400,-0.02419659275529984
238,238,2012-11-08,21,27,65,20.561806311408386,-0.2918031572289929,83.160004,84.760002,1555300,-0.021014034996676756
239,239,2012-11-15,-18,-13,21,29.61917376540828,-0.16880957043573624,88.519997,86.879997,2090600,0.024704064659104574
240,240,2012-11-21,-38,-27,-18,38.48130203177385,-0.28585311356973697,89.68,91.839996,1328500,0.05552006736200976
241,241,2012-11-29,4,-5,-38,39.85076327165303,0.22584260026964034,85.199997,83.239998,3538200,-0.09831991151872455
242,242,2012-12-06,-73,-70,4,51.48013738768131,-0.05827490275342331,83.760002,83.08000200000002,3027000,-0.0019239544174292078
243,243,2012-12-13,2,-4,-73,50.79161228773779,0.11812974091095214,76.239998,76.08000200000002,2996800,-0.08801857855584228
244,244,2012-12-20,-82,-73,2,56.31459254343702,-0.15981648083590494,77.279999,78.400002,3426600,0.030038508341314163
245,245,2012-12-28,-72,-73,-82,57.1798730217887,0.017488671225606683,78.519997,77.879997,1747500,-0.0066548108833695
246,246,2013-01-04,-135,-129,-72,64.24432530063129,-0.09339346272099523,73.199997,73.68,1898700,-0.055437750036145594
247,247,2013-01-10,-201,-185,-135,79.29958538620646,-0.20176650258732728,70.68,71.800003,2237200,-0.025846874110143858
248,248,2013-01-17,-148,-131,-201,77.60755000759802,-0.21905085263399826,76.91999799999998,78.480003,2157400,0.08895933564649905
249,249,2013-01-24,-172,-167,-148,74.01965340981474,-0.06754962729043283,80.160004,78.120003,2527600,-0.004597709072471368
250,250,2013-01-31,-194,-202,-172,74.42562893536241,0.10748985415961868,74.559998,75.040001,3739900,-0.04022482638673974
251,251,2013-02-07,-118,-135,-194,70.65553442904921,0.24060394047505285,76.879997,74.160004,1685800,-0.01179634282916453
252,252,2013-02-14,-157,-166,-118,69.1531019922572,0.1301460056124119,73.480003,71.360001,2904500,-0.03848747290982413
253,253,2013-02-21,-127,-119,-157,58.697155472868296,-0.13629280559767254,72.800003,72.599998,1812400,0.01722739199733425
254,254,2013-02-28,-171,-165,-127,57.907645907474674,-0.10361326049390526,75.800003,76.720001,1610100,0.0551975493270529
255,255,2013-03-07,-146,-135,-171,39.91230918203604,-0.2756041989409859,77.040001,78.839996,1775000,0.027257987939257156
256,256,2013-03-14,-145,-136,-146,34.9046319753317,-0.2578454345646907,82.199997,84.160004,1494200,0.06529936496906519
257,257,2013-03-21,-62,-70,-145,36.96435629581085,0.21642470752038054,87.279999,86.08000200000002,2273900,0.022557323129758444
258,258,2013-03-28,-95,-85,-62,39.927965440809004,-0.25045102823544674,88.160004,87.519997,2215100,0.016590184748116243
259,259,2013-04-04,-94,-89,-95,38.11018713725213,-0.1311985160816116,85.480003,85.959999,1471300,-0.01798524425479897
260,260,2013-04-11,-14,-12,-94,51.48072601969754,-0.03884949095773746,89.040001,90.559998,1584000,0.052130532229075044
261,261,2013-04-18,31,35,-14,65.83496353946309,-0.0607579891436,91.519997,96.120003,2328700,0.05958484970918665
262,262,2013-04-25,30,33,31,70.70682106738046,-0.04242872122819853,90.400002,90.519997,1763500,-0.06002665445576483
263,263,2013-05-02,43,27,30,79.43946618576183,0.20141122250979732,93.239998,87.639999,3764300,-0.03233328430653781
264,264,2013-05-09,88,80,43,87.66966235231949,0.09125163466297236,85.639999,85.91999799999998,1435400,-0.01982089583386415
265,265,2013-05-16,99,96,88,94.81880647111132,0.031639293001584204,87.160004,85.199997,1440100,-0.008415208859084977
266,266,2013-05-23,89,90,99,90.87287157275699,-0.011004384286451804,89.91999799999998,91.760002,1729600,0.07417509599310268
267,267,2013-05-30,88,85,89,85.04847102824614,0.03527400273902215,88.199997,86.08000200000002,2093400,-0.06389937496942988
268,268,2013-06-06,111,101,88,75.63408723264365,0.13221551771016815,83.879997,82.360001,2321500,-0.04417722534627
