,distance
412,0.004767643645539826
413,0.014286264138653347
414,0.00041232519082065947
415,0.006969794203663065
416,0.0008457274188670455
417,0.00041232519082065947
418,0.00041232519082065947
419,0.00041232519082065947
420,0.0022546576024454357
421,0.0022546576024454357
422,0.0028434972888800127
423,0.010110163458761326
424,0.006969794203663065
425,0.00041232519082065947
426,0.0
427,0.0
428,0.008494088056899756
429,0.013150842222287575
430,0.00041232519082065947
431,0.022249806812077964
432,0.004767643645539826
433,0.017193869926927095
434,0.010364752474771144
435,0.006969794203663065
436,0.0003401118544808731
437,0.006855993018339405
438,0.0033700560954305417
439,0.006969794203663065
440,0.006855993018339405
441,0.001997841393282962
442,0.006855993018339405
443,0.0013794391055567024
444,0.02589297432168078
445,0.00016722737272531975
446,0.00017288448175555306
447,0.0033700560954305417
448,0.010364752474771144
449,0.006855993018339405
450,0.017056066390910438
451,0.030389634926027233
452,0.005008386145137504
453,0.004767643645539826
454,0.00041232519082065947
455,0.0051357254645877015
456,0.004767643645539826
457,0.005200670115989193
458,0.005200670115989193
459,0.0105585177736342
460,0.0012787538893160838
461,0.006855993018339405
462,0.013955681369601527
463,0.0033700560954305417
464,0.022249806812077964
465,0.001997841393282962
466,0.0033700560954305417
467,0.006855993018339405
468,0.0002394407090651059
469,0.015169490607510702
470,0.001997841393282962
471,0.005200670115989193
472,0.005008386145137504
473,0.02520898668462503
474,0.00041232519082065947
475,0.006855993018339405
476,0.004767643645539826
477,0.004012495729463737
478,0.014161911494415437
479,0.004767643645539826
480,0.005200670115989193
481,0.005008386145137504
482,0.01186437916347626
483,0.0033700560954305417
484,0.0033700560954305417
485,0.00041232519082065947
486,0.004012495729463737
487,0.004012495729463737
488,0.014161911494415437
489,0.012031606536209197
490,0.006855993018339405
491,0.002091302206121021
492,0.00041232519082065947
493,0.006097631446028589
494,0.011691494681719938
495,0.006969794203663065
496,0.006969794203663065
497,0.006855993018339405
498,0.00041232519082065947
499,0.0033700560954305417
500,0.010226049113777518
501,0.00017288448175555306
502,0.0002394407090651059
503,0.0033700560954305417
504,0.01034485478292967
505,0.008494088056899756
506,0.006855993018339405
507,0.006994461368197694
508,0.00017288448175555306
509,0.0
510,0.010033765142925359
511,0.006855993018339405
512,0.004767643645539826
513,0.012134542778175607
514,0.006780798377479884
515,0.010364752474771144
516,0.00486377158901448
517,0.029969696568204363
518,0.014286264138653347
519,0.007049758317208933
520,0.006683108536583598
521,0.00041232519082065947
522,0.01034485478292967
523,0.002937029624988233
524,0.012058144462339526
525,0.011767892997555995
526,0.013150842222287575
527,0.008947295224464536
528,0.0016577295388020526
529,0.007049758317208933
530,0.01700010462806975
531,0.003921916226679124
532,0.006097631446028589
533,0.00041232519082065947
534,0.014286264138653347
535,0.01902793866599902
536,0.006683108536583598
537,0.008570486372728805
538,0.0022641866878834525
539,0.01599252551497264
540,0.0
541,0.008008137096502601
542,0.006969794203663065
543,0.013150842222287575
544,0.022919938251004683
545,0.0031099141067438365
546,0.00192407483339568
547,0.0022641866878834525
548,0.014286264138653347
549,0.016210338972049605
550,0.0
551,0.009273922242602445
552,0.00016722737272531975
553,0.023872065122179854
554,0.007984388418471529
555,0.0
556,0.007271517792479148
557,0.001997841393282962
558,0.0031099141067438365
559,0.023872065122179854
560,0.0057309816654170995
561,0.004767643645539826
562,0.014119036765920096
563,0.0
564,0.0105585177736342
565,0.0
566,0.006153774397917877
567,0.014286264138653347
568,0.006855993018339405
569,0.00674034720201917
570,0.015648420458531036
571,0.002503627396948602
572,0.0022546576024454357
573,0.006969794203663065
574,0.006969794203663065
575,0.00486377158901448
576,0.016210338972049605
577,0.0022641866878834525
578,0.002503627396948602
579,0.006683108536583598
580,0.0037823812862650733
581,0.002503627396948602
582,0.0
583,0.01186437916347626
584,0.0
585,0.006683108536583598
586,0.004767643645539826
587,0.01427745539786493
588,0.012031606536209197
589,0.008947295224464536
590,0.0008457274188670455
591,0.0003401118544808731
592,0.00785188343401425
593,0.013994684121695905
594,0.010226049113777518
595,0.0
596,0.0022546576024454357
597,0.014119036765920096
598,0.0008457274188670455
599,0.00041232519082065947
600,0.02608673962054049
601,0.012288422745372852
602,0.01599252551497264
603,0.006780798377479884
604,0.006153774397917877
605,0.007147448158105236
606,0.030389634926027233
607,0.00016722737272531975
608,0.010226049113777518
609,0.011396387535722417
610,0.014161911494415437
611,0.014286264138653347
612,0.006855993018339405
613,0.007023220391071834
614,0.0005795525635528325
615,0.010033765142925359
616,0.004767643645539826
617,0.019134122370287724
618,0.015169490607510702
619,0.011691494681719938
620,0.00486377158901448
621,0.014801408788467321
622,0.0013794391055567024
623,0.013955681369601527
624,0.0
625,0.0002394407090651059
626,0.004767643645539826
627,0.004767643645539826
628,0.004767643645539826
629,0.006969794203663065
630,0.00041232519082065947
631,0.0
632,0.006036911332146404
633,0.00041232519082065947
634,0.0051357254645877015
635,0.004767643645539826
636,0.00041232519082065947
637,0.017193869926927095
638,0.001997841393282962
639,0.00041232519082065947
640,0.006855993018339405
641,0.006855993018339405
642,0.00041232519082065947
643,0.010110163458761326
644,0.004767643645539826
645,0.006855993018339405
646,0.006855993018339405
647,0.005008386145137504
648,0.013150842222287575
649,0.006855993018339405
650,0.00192407483339568
651,0.006443667827525014
652,0.006969794203663065
653,0.0033700560954305417
654,0.006683108536583598
655,0.014161911494415437
656,0.011452053972653807
657,0.00041232519082065947
658,0.006071093519898353
659,0.012134542778175607
660,0.006969794203663065
661,0.0001889958261760434
662,0.022249806812077964
663,0.004460886327603258
664,0.006855993018339405
665,0.0050253789977866125
666,0.011096238480902331
667,0.006855993018339405
668,0.0033700560954305417
669,0.00041232519082065947
670,0.0046700062901451084
671,0.00041232519082065947
672,0.004012495729463737
673,0.014161911494415437
674,0.006969794203663065
675,0.0050253789977866125
676,0.006036911332146404
677,0.002091302206121021
678,0.00041232519082065947
679,0.00785188343401425
680,0.0105585177736342
681,0.002937029624988233
682,0.014161911494415437
683,0.0022546576024454357
684,0.0022546576024454357
685,0.010106541036458567
686,0.00785188343401425
687,0.006969794203663065
688,0.006780798377479884
689,0.004767643645539826
690,0.003600170538636035
691,0.0021818817089124527
692,0.0021818817089124527
693,0.006153774397917877
694,0.012134542778175607
695,0.005200670115989193
696,0.0031974066248237104
697,0.002937029624988233
698,0.0033700560954305417
699,0.0
700,0.006683108536583598
701,0.004767643645539826
702,0.0
703,0.006969794203663065
704,0.022249806812077964
705,0.006855993018339405
706,0.003600170538636035
707,0.001997841393282962
708,0.008494088056899756
709,0.013150842222287575
710,0.017056066390910438
711,0.013150842222287575
712,0.018174407223884866
713,0.013009767416261168
714,0.006683108536583598
715,0.00041232519082065947
716,0.006635352153288547
717,0.006969794203663065
718,0.00041232519082065947
719,0.006969794203663065
720,0.006780798377479884
721,0.005008386145137504
722,0.0022546576024454357
723,0.0033700560954305417
724,0.004767643645539826
725,0.004767643645539826
726,0.0021818817089124527
727,0.002937029624988233
728,0.006036911332146404
729,0.006683108536583598
730,0.006103797935586399
731,0.00041232519082065947
732,0.02822360768203033
733,0.006326658879673645
734,0.0018306140205507702
735,0.00017288448175555306
736,0.014334795976178967
737,0.0033700560954305417
738,0.013150842222287575
739,0.0002394407090651059
740,0.004012495729463737
741,0.004767643645539826
742,0.0002394407090651059
743,0.006036911332146404
744,0.0003401118544808731
745,0.013150842222287575
746,0.006683108536583598
747,0.012070609288296662
748,0.0021818817089124527
749,0.006036911332146404
750,0.006683108536583598
751,0.013706711575096881
752,0.005008386145137504
753,0.014801408788467321
754,0.006855993018339405
755,0.006683108536583598
756,0.0002394407090651059
757,0.0022641866878834525
758,0.005008386145137504
759,0.0031974066248237104
760,0.0035429405771861613
761,0.0012787538893160838
762,0.0012787538893160838
763,0.0
764,0.0027837183024854847
765,0.0022546576024454357
766,0.014334795976178967
767,0.006181048018626909
768,0.006994461368197694
769,0.018822265294383363
770,0.013150842222287575
771,0.014032079685437729
772,0.006855993018339405
773,0.012134542778175607
774,0.014334795976178967
775,0.00041232519082065947
776,0.006153774397917877
777,0.006969794203663065
778,0.0002394407090651059
779,0.01700010462806975
780,0.00041232519082065947
781,0.009793022643327105
782,0.009793022643327105
783,0.004767643645539826
784,0.007336443984274745
785,0.0033700560954305417
786,0.005008386145137504
787,0.014161911494415437
788,0.00785188343401425
789,0.0008207892784304013
790,0.0021818817089124527
791,0.0005795525635528325
792,0.012134542778175607
793,0.006855993018339405
794,0.006855993018339405
795,0.011096238480902331
796,0.004767643645539826
797,0.00041232519082065947
798,0.0033700560954305417
799,0.004767643645539826
800,0.004012495729463737
801,0.004767643645539826
802,0.011767892997555995
803,0.0027698022522628695
804,0.006969794203663065
805,0.0022546576024454357
806,0.006855993018339405
807,0.009793022643327105
808,0.009793022643327105
809,0.0036045075809092984
810,0.0033700560954305417
811,0.006153774397917877
812,0.014161911494415437
813,0.010144111609726718
814,0.004767643645539826
815,0.00041232519082065947
816,0.004767643645539826
817,0.006969794203663065
818,0.0021818817089124527
819,0.0022546576024454357
820,0.00041232519082065947
821,0.0050253789977866125
822,0.006969794203663065
823,0.00192407483339568
824,0.005008386145137504
825,0.006855993018339405
826,0.00041232519082065947
827,0.00486377158901448
828,0.006969794203663065
829,0.006969794203663065
830,0.006855993018339405
831,0.010364752474771144
832,0.006969794203663065
833,0.00041232519082065947
834,0.004179723102195999
835,0.006969794203663065
836,0.010110163458761326
837,0.006855993018339405
838,0.012134542778175607
839,0.006855993018339405
840,0.0033700560954305417
841,0.012134542778175607
842,0.0014182888297300763
843,0.015169490607510702
844,0.0016577295388020526
845,0.0003401118544808731
846,0.00017288448175555306
847,0.004767643645539826
848,0.006855993018339405
849,0.022249806812077964
850,0.0035087594564306
851,0.005008386145137504
852,0.02520898668462503
853,0.00016722737272531975
854,0.0105585177736342
855,0.0037823812862650733
856,0.0021818817089124527
857,0.017193869926927095
858,0.015169490607510702
859,0.013150842222287575
860,0.010144111609726718
861,0.00041232519082065947
862,0.00041232519082065947
863,0.012288422745372852
864,0.002091302206121021
865,0.00041232519082065947
866,0.014801408788467321
867,0.00041232519082065947
868,0.004767643645539826
869,0.006153774397917877
870,0.0033700560954305417
871,0.010364752474771144
872,0.005008386145137504
873,0.0033700560954305417
874,0.001997841393282962
875,0.0003401118544808731
876,0.006855993018339405
877,0.0033700560954305417
878,0.014161911494415437
879,0.00041232519082065947
880,0.006097631446028589
881,0.010226049113777518
882,0.0027698022522628695
883,0.005986547025185508
884,0.0033700560954305417
885,0.0033700560954305417
886,0.011691494681719938
887,0.002091302206121021
888,0.005986547025185508
889,0.012031606536209197
890,0.00017288448175555306
891,0.00785188343401425
892,0.0050253789977866125
893,0.00486377158901448
894,0.0033700560954305417
895,0.00041232519082065947
896,0.0022546576024454357
897,0.00041232519082065947
898,0.011691494681719938
899,0.006855993018339405
900,0.0031974066248237104
901,0.004767643645539826
902,0.0021818817089124527
903,0.00041232519082065947
904,0.012134542778175607
905,0.00041232519082065947
906,0.006153774397917877
907,0.00486377158901448
908,0.0031974066248237104
909,0.0033700560954305417
910,0.0051357254645877015
911,0.00041232519082065947
912,0.0022641866878834525
913,0.0018306140205507702
914,0.001997841393282962
915,0.005986547025185508
916,0.008947295224464536
917,0.0031974066248237104
918,0.006855993018339405
919,0.0027698022522628695
920,0.012031606536209197
921,0.0
922,0.005200670115989193
923,0.00486377158901448
924,0.002091302206121021
925,0.006855993018339405
926,0.006969794203663065
927,0.017193869926927095
928,0.0
929,0.00785188343401425
930,0.005059327148751917
931,0.005059327148751917
932,0.00785188343401425
933,0.011767892997555995
934,0.00486377158901448
935,0.00041232519082065947
936,0.005986547025185508
937,0.006443667827525014
938,0.006683108536583598
939,0.017193869926927095
940,0.0016577295388020526
941,0.006443667827525014
942,0.00192407483339568
943,0.013150842222287575
944,0.004460886327603258
945,0.005008386145137504
946,0.014286264138653347
947,0.0050253789977866125
948,0.006153774397917877
949,0.00785188343401425
950,0.00041232519082065947
951,0.00041232519082065947
952,0.006855993018339405
953,0.006969794203663065
954,0.00041232519082065947
955,0.004767643645539826
956,0.006855993018339405
957,0.004767643645539826
958,0.0033700560954305417
959,0.00041232519082065947
960,0.006969794203663065
961,0.004767643645539826
962,0.014801408788467321
963,0.00017288448175555306
964,0.007984388418471529
965,0.011833565792669844
966,0.00041232519082065947
967,0.005008386145137504
968,0.012134542778175607
969,0.012134542778175607
970,0.0033700560954305417
971,0.004012495729463737
972,0.013150842222287575
973,0.00041232519082065947
974,0.0033700560954305417
975,0.011452053972653807
976,0.014161911494415437
977,0.00017288448175555306
978,0.006969794203663065
979,0.0050253789977866125
980,0.0021818817089124527
981,0.00785188343401425
982,0.0012787538893160838
983,0.010226049113777518
984,0.003793503407085425
985,0.015169490607510702
986,0.006969794203663065
987,0.005008386145137504
988,0.0
989,0.0028434972888800127
990,0.005008386145137504
991,0.004767643645539826
992,0.004767643645539826
993,0.00041232519082065947
994,0.005892078686920552
995,0.0016577295388020526
996,0.0016577295388020526
997,0.0105585177736342
998,0.013150842222287575
999,0.003793503407085425
1000,0.00785188343401425
1001,0.013009767416261168
1002,0.006855993018339405
1003,0.0033700560954305417
1004,0.022249806812077964
1005,0.008994173523073452
1006,0.00041232519082065947
1007,0.006036911332146404
1008,0.004767643645539826
1009,0.005008386145137504
1010,0.00041232519082065947
1011,0.014161911494415437
1012,0.007382551824897478
1013,0.005200670115989193
1014,0.004767643645539826
1015,0.006969794203663065
1016,0.0050253789977866125
1017,0.006036911332146404
1018,0.002937029624988233
1019,0.0027837183024854847
1020,0.00017288448175555306
1021,0.02608673962054049
1022,0.008030409895403809
1023,0.002937029624988233
1024,0.004767643645539826
1025,0.0012787538893160838
1026,0.0012787538893160838
1027,0.027897888755698427
1028,0.010226049113777518
1029,0.0
1030,0.0028434972888800127
1031,0.0
1032,0.0
1033,0.020101019183701246
1034,0.012070609288296662
1035,0.00017288448175555306
1036,0.0
1037,0.0031099141067438365
1038,0.013150842222287575
1039,0.012134542778175607
1040,0.014032079685437729
1041,0.005008386145137504
1042,0.013150842222287575
1043,0.004767643645539826
1044,0.006855993018339405
1045,0.002937029624988233
1046,0.0031099141067438365
1047,0.00041232519082065947
1048,0.0014182888297300763
1049,0.00041232519082065947
1050,0.006855993018339405
1051,0.014161911494415437
1052,0.0
1053,0.00041232519082065947
1054,0.0005795525635528325
1055,0.004767643645539826
1056,0.012134542778175607
1057,0.006855993018339405
1058,0.004179723102195999
1059,0.011452053972653807
1060,0.011096238480902331
1061,0.004767643645539826
1062,0.0033700560954305417
1063,0.013955681369601527
1064,0.006969794203663065
1065,0.019134122370287724
1066,0.013994684121695905
1067,0.0035640564054417742
1068,0.0021818817089124527
1069,0.0033700560954305417
1070,0.004767643645539826
1071,0.0021818817089124527
1072,0.006969794203663065
1073,0.006855993018339405
1074,0.004767643645539826
1075,0.013150842222287575
1076,0.014801408788467321
1077,0.0003401118544808731
1078,0.013150842222287575
1079,0.006855993018339405
1080,0.013150842222287575
1081,0.010226049113777518
1082,0.006855993018339405
1083,0.006969794203663065
1084,0.0050253789977866125
1085,0.006855993018339405
1086,0.0008457274188670455
1087,0.0022546576024454357
1088,0.005008386145137504
1089,0.00486377158901448
1090,0.00041232519082065947
1091,0.014286264138653347
1092,0.00017288448175555306
1093,0.022249806812077964
1094,0.006153774397917877
1095,0.010364752474771144
1096,0.014161911494415437
1097,0.00041232519082065947
1098,0.006153774397917877
1099,0.006855993018339405
1100,0.0033700560954305417
1101,0.006969794203663065
1102,0.012134542778175607
1103,0.0050253789977866125
1104,0.00041232519082065947
1105,0.012134542778175607
1106,0.006969794203663065
1107,0.022249806812077964
1108,0.006855993018339405
1109,0.0033700560954305417
1110,0.006969794203663065
1111,0.004460886327603258
1112,0.006969794203663065
1113,0.00041232519082065947
1114,0.014286264138653347
1115,0.005008386145137504
1116,0.0037823812862650733
1117,0.010110163458761326
1118,0.00041232519082065947
1119,0.00041232519082065947
1120,0.0016577295388020526
1121,0.0022546576024454357
1122,0.0105585177736342
1123,0.014286264138653347
1124,0.0027698022522628695
1125,0.00041232519082065947
1126,0.005008386145137504
1127,0.005200670115989193
1128,0.00041232519082065947
1129,0.0031762907965680975
1130,0.00016722737272531975
1131,0.015169490607510702
1132,0.004767643645539826
1133,0.006855993018339405
1134,0.004767643645539826
1135,0.008805177696896928
1136,0.006969794203663065
1137,0.006855993018339405
1138,0.0051357254645877015
1139,0.01700010462806975
1140,0.010364752474771144
1141,0.012288422745372852
1142,0.02608673962054049
1143,0.012288422745372852
1144,0.0033700560954305417
1145,0.0012787538893160838
1146,0.01599252551497264
1147,0.0021818817089124527
1148,0.0033700560954305417
1149,0.015169490607510702
1150,0.003202828722712016
1151,0.006855993018339405
1152,0.006855993018339405
1153,0.006855993018339405
1154,0.0
1155,0.0014182888297300763
1156,0.003921916226679124
1157,0.014801408788467321
1158,0.001997841393282962
1159,0.014161911494415437
1160,0.00041232519082065947
1161,0.004767643645539826
1162,0.030583400224888528
1163,0.004767643645539826
1164,0.00041232519082065947
1165,0.006855993018339405
1166,0.022192321389824757
1167,0.02992226807511779
1168,0.02520898668462503
1169,0.0033700560954305417
1170,0.013150842222287575
1171,0.011691494681719938
1172,0.0033700560954305417
1173,0.0050253789977866125
1174,0.0033700560954305417
1175,0.006855993018339405
1176,0.00017288448175555306
1177,0.0022546576024454357
1178,0.0
1179,0.006855993018339405
1180,0.0033700560954305417
1181,0.00041232519082065947
1182,0.00017288448175555306
1183,0.005200670115989193
1184,0.00041232519082065947
1185,0.006855993018339405
1186,0.005008386145137504
1187,0.0021818817089124527
1188,0.014774175090420028
1189,0.012134542778175607
1190,0.010364752474771144
1191,0.0022546576024454357
1192,0.001997841393282962
1193,0.00041232519082065947
1194,0.004073252126613808
1195,0.0
1196,0.0
1197,0.006855993018339405
1198,0.00041232519082065947
1199,0.00792828174985012
1200,0.00486377158901448
1201,0.014161911494415437
1202,0.006969794203663065
1203,0.006855993018339405
1204,0.0
1205,0.012031606536209197
1206,0.0018306140205507702
1207,0.00041232519082065947
1208,0.00192407483339568
1209,0.014286264138653347
1210,0.005008386145137504
1211,0.001997841393282962
1212,0.00192407483339568
1213,0.01186437916347626
1214,0.0016577295388020526
1215,0.016210338972049605
1216,0.008994173523073452
1217,0.006683108536583598
1218,0.004767643645539826
1219,0.003839611247708099
1220,0.014032079685437729
1221,0.008947295224464536
1222,0.014801408788467321
1223,0.0050253789977866125
1224,0.0016577295388020526
1225,0.012288422745372852
1226,0.010791855398988946
1227,0.006855993018339405
1228,0.0016577295388020526
1229,0.006683108536583598
1230,0.0027698022522628695
1231,0.012070609288296662
1232,0.00044837196364591375
